filepath,processed_filepath,split,label,class_index,width,height,mode,image_format,file_size_bytes,raw_sha256,processed_sha256,status,note
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1287.jpg,data/processed/train/nofire/nofire_train_1287.jpg,train,nofire,1,250,250,RGB,JPEG,15050,e437e60a090dca7511602b55ec09fdd1d6484af58f9d64d882a596517859d263,3b252bdb5349cc2914566f19912ea15b0d1794a731aab264a67203982fa89daf,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1288.jpg,data/processed/train/nofire/nofire_train_1288.jpg,train,nofire,1,250,250,RGB,JPEG,10933,b9a2ecb4d12b513ff496d30588ba10ba638cad1f6edd5e1ab8661381cd7db453,79f3e3c8dae0d48fe0cfc29df9faa0d9a57c957322a264724d6afa9ad578734d,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1289.jpg,data/processed/train/nofire/nofire_train_1289.jpg,train,nofire,1,250,250,RGB,JPEG,11503,66fdc2cd467f76f4cfe7e19c4b7ab9c0ebd3205382f5ab8ae8aca1ef2499ab9d,a127f5921e916c2342f36ad855cb5085d528be900b35d839924438f3e66ade6b,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1290.jpg,data/processed/train/nofire/nofire_train_1290.jpg,train,nofire,1,250,250,RGB,JPEG,15829,86c2c2cd39045a20eb83945da38ad1d34bd5c696afd5ce45222c83aca5d4e10e,bd94bde0401c542addc9ca65a4e6e9555ba4b763d9b3ca5a097f9556a286e0d6,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1291.jpg,data/processed/train/nofire/nofire_train_1291.jpg,train,nofire,1,250,250,RGB,JPEG,10603,657d9c9155b565fb52d879892e58de60a5535897b1a16d0ad68fb91731c17e16,02406a2667cc933c61fb04bc5a0336c2de4be0061aec2de7e1f4de0acf44ed26,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1292.jpg,data/processed/train/nofire/nofire_train_1292.jpg,train,nofire,1,250,250,RGB,JPEG,11718,f90b9a400aa6f47751122d567c03d3768f53eec656342e0b5abea5dbea9e58a2,97c0229f824ef265bcd1fe70f6f14e9e4f6974aca0e28ddfa38581939b1ae572,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1293.jpg,data/processed/train/nofire/nofire_train_1293.jpg,train,nofire,1,250,250,RGB,JPEG,15345,2d77d6bd633720c3cf8535b5fb32284c8d96bfe6eda4f9f15f3d8187f70c9297,0bec9b6cbf1f47ee7b19f7e573b1572888d39813e0eb536e610d5568ff055065,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1294.jpg,data/processed/train/nofire/nofire_train_1294.jpg,train,nofire,1,250,250,RGB,JPEG,14568,8a4c67b957d199ce0dd4d5fc8a8a751ecaf6fe8fa671a1deb7ce3d65af69168f,51837f0d7afb14b89565bd809d17af02af9a1b5ffa0566a704fe396bb312a091,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1295.jpg,data/processed/train/nofire/nofire_train_1295.jpg,train,nofire,1,250,250,RGB,JPEG,6190,bfaf1630001ddeee42df5fd3fccfde8b3b0594c3c7486a1ad412bfb1c37d621c,9ffeb9b9bbbba8a29d8a511bbcb1d6f3e05b5dde84340dd90835dbde2d2354f1,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1296.jpg,data/processed/train/nofire/nofire_train_1296.jpg,train,nofire,1,284,177,RGB,JPEG,8982,649e0cb049aa62da24533efe7ef1e264c003f57b4974d422d45c7fae2c551532,88c742ca2d34d105281dfe1bdf4366e77cd03da335588424f8348bc2d8949777,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1297.jpg,data/processed/train/nofire/nofire_train_1297.jpg,train,nofire,1,250,250,RGB,JPEG,15732,3aa85d39a03b1c25ad44a9dcfe98c16eb41c1f37e3755f7b2eb45714a89d58c6,53b7841c623eaf4a4d5837bd7483792ab27b827d00c2f8809dc56b17ebc38d88,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1298.jpg,data/processed/train/nofire/nofire_train_1298.jpg,train,nofire,1,250,250,RGB,JPEG,17034,5667104fd1f8a2b34f0b0ae4e7410fb2081718dde2940fa66b25a7b1e8ea7369,6c15ef781c2ec954cdd55408093c9871b3b60e74e02adccc374f90fd65e3f7f1,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1299.jpg,data/processed/train/nofire/nofire_train_1299.jpg,train,nofire,1,250,250,RGB,JPEG,7365,49dff3046721368c76d131b76605fdaac196c35328f1b7c2f69e1837c5016401,28becd9add9784343c0c7771dbd022eb5d0ba1065f6bf1f343a7ad0d74872b3b,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1300.jpg,data/processed/train/nofire/nofire_train_1300.jpg,train,nofire,1,250,250,RGB,JPEG,14212,eb5d045411d58282a9f8e381ed1663ec442cad2c32051dbe4bdafda5da8a4a2a,384a9950ec01152a05fdce0a9524b98fb4c5e715e0f4896c68b8f0afc3b8b45a,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1301.jpg,data/processed/train/nofire/nofire_train_1301.jpg,train,nofire,1,250,250,RGB,JPEG,19011,9ce836bee9a3d36fb8c468d267490c8e1370a0ed8fe14f7f246bfbd087d5a679,f6a12044eb660e0e440abec88efc00f3a197e96f95b20472f215af96fa975f5a,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1302.jpg,data/processed/train/nofire/nofire_train_1302.jpg,train,nofire,1,250,250,RGB,JPEG,17073,8daf32d1b9de44390293bf2e37d61d3c20508069cdac419fca9dd73f917677ee,38044bce8d681b871bea221f21543cb24027f807ba547724f5fd38511b64039f,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1303.jpg,data/processed/train/nofire/nofire_train_1303.jpg,train,nofire,1,250,250,RGB,JPEG,14828,e745cbb475ca40d18df9909e0c62bce1f87ecabf07f44a558a806a608ca22aac,4a7dec4cc89bc43f308ca8765e5abbe6f5f83efd9cd0578a16dba1cf6c9a0d7e,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1304.jpg,data/processed/train/nofire/nofire_train_1304.jpg,train,nofire,1,250,250,RGB,JPEG,8453,0f82151bafaeeae3bb6cb47371024ecbb299dce0b385a0b9aca93506f9889166,886e6c670a926cfd01412d1b92b7f2acc9bbd6f1fbee127c24478b59261cc416,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1305.jpg,data/processed/train/nofire/nofire_train_1305.jpg,train,nofire,1,250,250,RGB,JPEG,20082,f16639a9fedef9f7aba6afb11bd733d558b6ac47f36a40720589ba7368d88c5a,848dd26d8e939442866660fe9603c160d44faf91d4b8abe60d858b6b9c1a9090,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1306.jpg,data/processed/train/nofire/nofire_train_1306.jpg,train,nofire,1,250,250,RGB,JPEG,12264,52f279e9cef6e0a7a3e54f7b6f769b03b9d7204c7c19e637cee946193cca6d31,c3be9b7e6240b1e55a458c647819ccb175bc6af6ac17007504b0dfad631f08ca,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1307.jpg,data/processed/train/nofire/nofire_train_1307.jpg,train,nofire,1,250,250,RGB,JPEG,12582,d412a3394a5a00b0b147a57471fe8cdcd882e7f969cd8ccbc102e54a57c660d7,b7a140eb721db46fc6a543437d00005f315c813628d4aed202cf3d3b038a67c8,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1308.jpg,data/processed/train/nofire/nofire_train_1308.jpg,train,nofire,1,250,250,RGB,JPEG,12081,b5c2a705891cdf21a2e05f760293cdefbdb4323470b115e37f97dfd2a1807c43,91032b3eb6f6cfab5349f540e42d5c9da74a1a3067c202818440957c3ecd2907,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1309.jpg,data/processed/train/nofire/nofire_train_1309.jpg,train,nofire,1,250,250,RGB,JPEG,17489,bd224781b92af0b087a91dd6d1814414f7850010fac61b9eaeaa81778b6509f3,017f7f54761d9d192c25c1ccb1de96c613f9835f1273939af9b299a8509bd3bb,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1310.jpg,data/processed/train/nofire/nofire_train_1310.jpg,train,nofire,1,250,250,RGB,JPEG,14220,fcf2550e69ecafcc5dc1a8e96ff106ee36fe0079ce5385c96461bb38f672077a,aa725f949e1171d1fe5bff1a31c44df6762fab25c164912584299970653aabc9,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1311.jpg,data/processed/train/nofire/nofire_train_1311.jpg,train,nofire,1,250,250,RGB,JPEG,14200,7ddfe5b338797b929d4ef35eba1f2b2145263e42f9dbac229a8404ec85c1850e,b27b62a5e42064de877e1d5321b120eafdeec67f3abe1c5d21c63891b8e0601f,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1312.jpg,data/processed/train/nofire/nofire_train_1312.jpg,train,nofire,1,250,250,RGB,JPEG,13612,41331ca85e383cb463a296a4bcf8c15c3ce0ed17ca6a8c0875d01d0f461a49c5,6f502a653a03d1a71ed5534ffa44c7af3e98db552967ca0933edf428ff32c147,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1313.jpg,data/processed/train/nofire/nofire_train_1313.jpg,train,nofire,1,250,250,RGB,JPEG,7209,80b4adb66dfe235cebf9b95134d1fe28d5ab1f8923df854f8a84eedca8c3a63c,0f50b8bc57f03af36a6d349aab22b9e70c309160603ef7797a52593bea004abb,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1314.jpg,data/processed/train/nofire/nofire_train_1314.jpg,train,nofire,1,250,250,RGB,JPEG,17476,d3e822505cfa2f8efdea48d1cf885df87c75bee5ae9804781fd052d330993cc5,acea0d46cc1ecf9000b4ec5efdfba77812f2d67b2bb034cba4004a0d7b7457bc,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1315.jpg,data/processed/train/nofire/nofire_train_1315.jpg,train,nofire,1,250,250,RGB,JPEG,17688,61b7b02563a2544623fb9d5e5739881105cd1cd96dabdaaac0fa6effe1385837,1f0da6c5747299035570dc453b6c567a8d6648fdce5799c4b46d6830f6601ca5,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1316.jpg,data/processed/train/nofire/nofire_train_1316.jpg,train,nofire,1,250,250,RGB,JPEG,10800,9bff11788f755390591f6a5f8eb4833a63826f14c2e0a369685b8df8ab5d5fb8,0558a5f2ef72946b73f814bb1147aa941bf609535ccf1b8a1fb60ada7b50cef2,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1317.jpg,data/processed/train/nofire/nofire_train_1317.jpg,train,nofire,1,300,168,RGB,JPEG,7706,ff6adf6dd45c0e79dbf357a1720b040baf15704fdfa31a66b52508b9dadbdf59,ad092e54960efedce547360b9b3cb38e5a7a40e64e7e7d6a6c0851bef331c2bd,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1318.jpg,data/processed/train/nofire/nofire_train_1318.jpg,train,nofire,1,250,250,RGB,JPEG,13780,435d22435dd8dbf3db7e2a3c63a05d021591533ba025bb54a9bd11c6346867e1,52e5813efd88508d6c70304bd183b1048fbba78cded8af104ec0057c424118ec,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1319.jpg,data/processed/train/nofire/nofire_train_1319.jpg,train,nofire,1,250,250,RGB,JPEG,19022,94a84ba8f31c6aefd9f546b8906a65581630f372a0740df08ab643e99800f5ba,b2964d06bb94877098b393a412688c0c79fcd98f6d995bbf8fcb868f2f10acfd,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1320.jpg,data/processed/train/nofire/nofire_train_1320.jpg,train,nofire,1,250,250,RGB,JPEG,19990,a11b05cf6465e018004502d99d84375e198aa8d1cb8bc3cf7f6696a6de64265e,0a508b510856b07c45b4aa6cff61405d13be0dda58272fcf316d75f805d17073,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1321.jpg,data/processed/train/nofire/nofire_train_1321.jpg,train,nofire,1,250,250,RGB,JPEG,15905,ea7be97f69d1dafe4333536789804d103a8aaa9e736b7790b5864122f2b2bced,99b39446e4b41f1e00732a1f914fec07e69758bdf601d53b18d4a4a9171837d5,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1322.jpg,data/processed/train/nofire/nofire_train_1322.jpg,train,nofire,1,250,250,RGB,JPEG,13793,91ad1e2f4d2a5d6870218c26b177daae6493cf7d9ccf77a47dd7179b8cb5b25c,85e80399de594bc5a32f920af46e940bb60798737417731f92fe3c2a65e2472b,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1323.jpg,data/processed/train/nofire/nofire_train_1323.jpg,train,nofire,1,250,250,RGB,JPEG,10305,3fa85207838b855b376f6842ce510017df9663e3e1dda53080a06f4d05150d2a,1d69950184c50327e64dd6c84b25cab951d9c6abdc969f9cb970aa7a6be16491,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1324.jpg,data/processed/train/nofire/nofire_train_1324.jpg,train,nofire,1,284,177,RGB,JPEG,4064,401b9513c2bdfa075b206441c5551bd01cfae63deebdd22c439e86835d246972,477f1331539400a0cd9c595adc356cb2d0d543203a269c005c2dd95ca42e30dd,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1325.jpg,data/processed/train/nofire/nofire_train_1325.jpg,train,nofire,1,250,250,RGB,JPEG,13267,1b60556cf06a82d86cff2768f9fea103e2179f978bbbc0560ada49b9a34c9f30,333347c6b00c1b4715ef09d9dc21080f974794a9b63d242bebd9b025262ed089,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1326.jpg,data/processed/train/nofire/nofire_train_1326.jpg,train,nofire,1,250,250,RGB,JPEG,10669,12ec023da1fd84df896205f4f7600f1d79b41ab8754e7920fa2a99debdfb07b4,eb24691bf7df1948695b8738a8e62cd20492b1398e6e16bbc3351ea645f839fe,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1327.jpg,data/processed/train/nofire/nofire_train_1327.jpg,train,nofire,1,250,250,RGB,JPEG,8443,7dc66e1d76d7314f451329797630ea9bc623c4fa5f83e7d59f0a7946c90266b6,6474d51c034fff27778a088d5ad96322e8d26f0af3b8bba188cf004900c390f8,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1328.jpg,data/processed/train/nofire/nofire_train_1328.jpg,train,nofire,1,250,250,RGB,JPEG,9544,cfa3e228708ac50e21399d015a14e1faa320ee74a10eaddb7cc5726cc348a06f,a280d93bd7e870d4327aea096d4e672b8cc3014653a99ac6fa4bce4f91702586,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1329.jpg,data/processed/train/nofire/nofire_train_1329.jpg,train,nofire,1,250,250,RGB,JPEG,11179,e4cdc935ba2e38b35040d25fa9b81c84939671ef46bb3fc7a70e996b06128c84,69da71a408145dc209e64c977c87da68ea73bf569c32cd9950153127b7d56ab1,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1330.jpg,data/processed/train/nofire/nofire_train_1330.jpg,train,nofire,1,250,250,RGB,JPEG,17860,aea6b633ae937ca19e0357e0ac80836c10614c6445e597180c39d6e87d7f507e,0dc33a9117704522b0063add11e3f45eb24941d0ebda053dd62efc8afa63d7ef,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1331.jpg,data/processed/train/nofire/nofire_train_1331.jpg,train,nofire,1,250,250,RGB,JPEG,12862,89e39baafef72ace8a3110f4afde648c29205f20df563481439e7f0ebef80cd1,6424cc1f4ee68c73eda16a82c9d4f6382b9d0e34ae2f2931dc6b8dbbb378aa3d,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1332.jpg,data/processed/train/nofire/nofire_train_1332.jpg,train,nofire,1,250,250,RGB,JPEG,16279,ffc498d5436f034afe41657f36644251729356d5e11e4891b5f9f92b98eb9df8,2dcf43f94ba9bc273357513269e58977a8a3e119f1c4ddafae85a273ef43d6bb,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1333.jpg,data/processed/train/nofire/nofire_train_1333.jpg,train,nofire,1,250,250,RGB,JPEG,11603,88f01b3d70963a8193a7d67aa81352d36d6dd93d0c5b13b3c7a7544601cbbe44,632a8101e040ac96aefa653c700f6ffdbb87c063bcee1b554d92dd6d2f71aa53,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1334.jpg,data/processed/train/nofire/nofire_train_1334.jpg,train,nofire,1,250,250,RGB,JPEG,10923,a64d81d5a21f4b4506413c9bc00e13a50b643f1acfd096e89ab017e1075f255d,b571df66a61edb01dae901d19eebcc9c2ac368602d32afe2df4199d3dec9fade,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1335.jpg,data/processed/train/nofire/nofire_train_1335.jpg,train,nofire,1,250,250,RGB,JPEG,8685,97fd7679383be23971f66d95a8c23ff75a650846c0f4c31bd6aae229b0b7453d,91387bd85e83f187ee0daae51f9f8a61d1eec999759d520adcf89a85671afc36,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1336.jpg,data/processed/train/nofire/nofire_train_1336.jpg,train,nofire,1,250,250,RGB,JPEG,13160,6c20a2146ca0e0d1b15a2b76978108d0040ab481ac2640843d32da1894abfe64,9c703c747c1c30f49d3c9a38cc6694a7f0c5c96248b449538870ed9fe419530e,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1337.jpg,data/processed/train/nofire/nofire_train_1337.jpg,train,nofire,1,250,250,RGB,JPEG,12356,af3a92285728e781babcf1b8c6024a3f670c41d44d8295cd0cef39d8091b8330,62dcf115a47c3071168e1a3b0f5aca3c3bf54cf07306266d81e24587fe0e6c71,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1338.jpg,data/processed/train/nofire/nofire_train_1338.jpg,train,nofire,1,250,250,RGB,JPEG,9961,57339457507798e1260f3ec6a5bf17b0dbf2df36e0d0bad0fa14939b7cf81732,af73c90d223a70624ffe938fee3d61406ad0a8bfe1e23e414901ecf4256e16f3,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1339.jpg,data/processed/train/nofire/nofire_train_1339.jpg,train,nofire,1,250,250,RGB,JPEG,10499,7ae82976dafcffbceeb74a06f76b62f6431442c96ce292d99705f1c132706b2f,0edbd97d516ec7055c20c2f3b0db8d7298bf9d68016e5e2ac90af48475df1dc9,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1340.jpg,data/processed/train/nofire/nofire_train_1340.jpg,train,nofire,1,250,250,RGB,JPEG,14025,340b4cd77889df5d5d11c49a051eb1d296bc7e300d6029cf1a549ed4fc03e445,7a2a002a4cf24c26c6fea9eedfa713f9cb534c35c1d50a229df7c64e74179c9a,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1341.jpg,data/processed/train/nofire/nofire_train_1341.jpg,train,nofire,1,250,250,RGB,JPEG,15413,b4799048eda72ae51a397ad2228f2bf2a4d6417892f2522e20d7123b91e1e0d2,a70acb2431c09194741b9aa52c2a5881e97d8cd0b3cba504521c8a07e3e40d1e,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1342.jpg,data/processed/train/nofire/nofire_train_1342.jpg,train,nofire,1,250,250,RGB,JPEG,12997,c8c32155e76d92cf7252ee11761774d7c949cdbb1eff067df94ee612800d00a2,f316457acd4a84b33b726592629f3478989187600c098b20efea4ad83c8f1e90,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1343.jpg,data/processed/train/nofire/nofire_train_1343.jpg,train,nofire,1,250,250,RGB,JPEG,14480,6a6d6fa93f669b6165c292d9def97380d6a1bf495261779656c54d64cdb12eac,e94a3e756245d24e5664e80299db586dc09eee5c2eb42607eb8a5052a0a9918b,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1344.jpg,data/processed/train/nofire/nofire_train_1344.jpg,train,nofire,1,250,250,RGB,JPEG,10576,85a81ee71c4201abd6cac032577b0a6012bb07e3718d6b3df75ac6df089f886e,efea5cd81a8f046e87df30670ab5764cfb432f21e91a78436efce0893b8d8deb,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1345.jpg,data/processed/train/nofire/nofire_train_1345.jpg,train,nofire,1,250,250,RGB,JPEG,10081,01f84843f496887518df9734556551592be5b4a699849c3b4d213041500b408e,9704b8bf5692c80784ceef328e76cbf8d14bf465f9e7b19b3ed1ca9d91d1d1a1,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1346.jpg,data/processed/train/nofire/nofire_train_1346.jpg,train,nofire,1,250,250,RGB,JPEG,9597,fcd2e60a122a4fa12e0a74da9559cf8a1877327c6347c34b6386557abc11b28c,d663e3d7c3a064c5143c9bd848b87786506806770ad183c8777e8e9d1e9bb2f4,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1347.jpg,data/processed/train/nofire/nofire_train_1347.jpg,train,nofire,1,250,250,RGB,JPEG,19746,117cbaac68065934a735e88d7ed2e2cf9fd4738a831d30b119abebea15284a82,1e5058a4177126d67a433b91e64f681124717d92825a8d5fabc9d5328570acee,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1348.jpg,data/processed/train/nofire/nofire_train_1348.jpg,train,nofire,1,250,250,RGB,JPEG,7019,801fadddb09f5c0853bfd2e1a4b34de30a65429377bea58f4a2ecdfe1a65808d,690d02d41999f5fdc1efb49edd5ee7d400a21f3568c2af008e931402207e1376,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1349.jpg,data/processed/train/nofire/nofire_train_1349.jpg,train,nofire,1,300,168,RGB,JPEG,10110,f7453d6fec5fc94fb6109f710d669db901f19b0b88cf3b0839844b0b476e9056,8fc23ecbe8daa9028b23f799a9e7212d9c67e9b6697ce8d421ae7cb3f5d11edf,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1350.jpg,data/processed/train/nofire/nofire_train_1350.jpg,train,nofire,1,250,250,RGB,JPEG,12392,d970499f4018baf3f50ff0fe5021e722adbd29fbfd288e8e661166065045abf8,5f97edc65407466b96f8af1a9e323eab9ea5c1d2418241514946977402ca7464,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1351.jpg,data/processed/train/nofire/nofire_train_1351.jpg,train,nofire,1,250,250,RGB,JPEG,17065,ad329ecbc47c5e7693b4195c0270d334bf1a806e6ecd2b3075dd8a9cb3dba545,f6f383b60eb9541a9f84e6e82eb3d71b67b1f03f166c350a6ad6a54fca917288,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1352.jpg,data/processed/train/nofire/nofire_train_1352.jpg,train,nofire,1,250,250,RGB,JPEG,12960,a617db244d03ec9363d5e619d87b934f6b6306132cf1e5a8cad1d35dd7d05dbd,1ec420794a670a38eb88e7109bb6f1d2d7c7bdd3f68fda8f393641b961283988,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1353.jpg,data/processed/train/nofire/nofire_train_1353.jpg,train,nofire,1,250,250,RGB,JPEG,15272,5bea784a8e4bcb5b12df99dc7af84b19ae8d2f34f4ecf50a8869e1712e23b780,82962b78aaf213895118218c22abc0aa3512ae81c89f822ff3216d13e967124a,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1354.jpg,data/processed/train/nofire/nofire_train_1354.jpg,train,nofire,1,250,250,RGB,JPEG,15599,63e6f5f11b18ac2a1302f79e410e6dd110301f8732bfa61afb919e83619368f1,d0f62649acac49564cda9e0ad45821809010b3d9638c104b0b3c4d5a90b42a59,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1355.jpg,data/processed/train/nofire/nofire_train_1355.jpg,train,nofire,1,250,250,RGB,JPEG,11694,48433bc9bc326978d65e79e05f1e3e0ec895c42551292ccf222d1345ad856d23,4d865a8e11d4ece328eaec99ce52cf8e3257589231951bdd9ca2383a03b80feb,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1356.jpg,data/processed/train/nofire/nofire_train_1356.jpg,train,nofire,1,250,250,RGB,JPEG,14078,c9f4956cab060d01f55c272dcab0c02a8a37a290272557695b7b3ef801b59c50,a4fc4dd1ad93ff4e219cf8a75169c9c93eaacb22a07e6c94584efcf23af9c16a,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1357.jpg,data/processed/train/nofire/nofire_train_1357.jpg,train,nofire,1,250,250,RGB,JPEG,4516,8c377b6d0550710bfe7fe49b666e051b93ba1eecf90d6a1271644167c7c9d605,5b4e29f821240bc70787c7685fd55fecf7e0c06fe49769939cbb4e5b045a889a,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1358.jpg,data/processed/train/nofire/nofire_train_1358.jpg,train,nofire,1,250,250,RGB,JPEG,20467,8bda639666cffbfb85b0497695f50cf9f3703653e3ccc933550fb6978f4b1801,02553e499f5cc63fb99e0f085c373661cd7dc93aefe4a9c21114352e2003c852,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/nofire/nofire_train_1359.jpg,data/processed/train/nofire/nofire_train_1359.jpg,train,nofire,1,300,168,RGB,JPEG,6276,564b95b30df5d196dc945c2c2b248bf7b2da69361d9de7844e0254245ef4fb97,d478af20f3b8c4d4df7f4296d246a9ffc93253ab220a42fe871ef6ad8d0890de,ok,raw_size_not_target
